,carat,cut,color,clarity,depth,table,price
35847,0.4,Premium,F,VS2,60.7,60.0,842
35848,0.4,Premium,F,VS1,60.3,60.0,1050
35849,0.31,Premium,E,SI1,62.7,58.0,605
35850,0.91,Very Good,J,VS1,62.1,55.0,3666
35851,0.31,Ideal,E,VS1,60.4,57.0,734
35852,0.52,Ideal,G,VVS2,61.6,56.0,1784
35853,1.18,Premium,H,SI2,58.7,60.0,4956
35854,1.5,Good,G,VS1,63.6,57.0,10036
35855,1.56,Premium,G,VS2,61.9,58.0,13178
35856,2.04,Fair,I,SI2,66.6,56.0,9802
35857,0.4,Premium,E,SI1,61.0,59.0,882
35858,0.35,Ideal,E,VS1,61.9,56.0,1063
35859,1.01,Good,G,SI2,59.3,62.0,4397
35860,0.31,Ideal,H,VVS2,62.3,55.0,625
35861,1.04,Ideal,H,SI2,62.2,56.0,4077
35862,0.3,Premium,H,VS1,62.6,59.0,675
35863,0.61,Good,G,VS1,60.2,61.0,1785
35864,0.78,Very Good,D,VS1,61.5,57.0,3923
35865,0.71,Premium,I,SI1,60.2,58.0,2173
35866,0.31,Premium,E,VS1,61.9,56.0,816
35867,0.3,Good,J,SI1,63.8,56.0,351
35868,1.22,Ideal,H,SI1,61.9,55.0,7870
35869,0.37,Premium,G,SI1,62.1,60.0,551
35870,0.75,Very Good,H,SI2,62.2,58.0,2093
35871,0.8,Ideal,D,SI1,62.6,55.0,3597
35872,1.24,Ideal,J,VS2,62.8,56.0,5451
35873,1.22,Good,J,VS1,58.5,61.0,5356
35874,0.31,Very Good,J,VS2,62.3,60.0,380
35875,0.32,Ideal,G,IF,61.6,55.0,918
35876,0.28,Very Good,H,VS2,61.4,57.0,376
35877,0.3,Ideal,E,VS2,61.5,55.0,844
35878,0.91,Premium,G,SI2,60.1,62.0,3047
35879,1.08,Premium,J,SI1,61.0,60.0,4098
35880,1.01,Ideal,H,SI1,62.2,58.0,4773
35881,0.79,Very Good,H,VS1,63.7,56.0,2784
35882,0.3,Premium,G,VVS1,62.1,56.0,1013
35883,0.33,Ideal,F,VS2,61.3,56.0,666
35884,0.5,Fair,D,SI1,64.6,58.0,1323
35885,0.23,Ideal,E,VS1,61.5,54.0,586
35886,0.9,Premium,G,VS2,60.2,59.0,4424
35887,2.01,Ideal,H,SI1,62.1,55.0,18295
35888,1.02,Very Good,G,SI2,63.8,55.0,4501
35889,0.9,Ideal,G,SI1,62.4,55.0,4036
35890,0.65,Premium,F,VS2,59.6,58.0,1970
35891,0.91,Very Good,D,SI1,62.0,59.0,5342
35892,0.63,Premium,J,SI1,61.9,59.0,1181
35893,0.75,Ideal,G,VS2,60.6,55.0,2939
35894,0.31,Premium,H,SI1,62.4,60.0,573
35895,1.24,Ideal,J,SI2,61.6,57.0,4666
35896,0.3,Ideal,G,IF,61.9,57.0,863
35897,0.7,Ideal,F,SI1,61.7,58.0,2662
35898,0.37,Ideal,G,SI1,61.9,55.0,586
35899,1.19,Premium,G,VS2,61.9,58.0,7389
35900,0.54,Premium,D,VVS2,62.0,59.0,2505
35901,0.25,Ideal,H,VS1,61.7,57.0,431
35902,0.7,Good,H,SI1,63.7,57.0,2394
35903,0.23,Good,E,VVS1,62.8,62.0,462
35904,0.5,Good,D,SI2,63.7,60.0,979
35905,0.33,Ideal,H,VS2,60.7,57.0,668
35906,0.41,Very Good,H,VVS2,63.1,58.0,847
35907,2.01,Ideal,J,SI2,62.9,54.0,11011
35908,1.09,Very Good,G,SI1,60.2,60.0,5305
35909,0.3,Ideal,G,IF,62.1,55.0,895
35910,0.73,Ideal,E,VVS2,62.0,57.0,3780
35911,0.31,Ideal,G,IF,62.7,57.0,924
35912,1.05,Very Good,G,SI1,61.6,57.0,5197
35913,0.3,Very Good,F,IF,62.4,56.0,886
35914,1.51,Premium,F,VS2,61.6,58.0,14817
35915,0.51,Premium,G,VVS2,61.7,58.0,1974
35916,0.5,Premium,F,VS2,61.4,59.0,1736
35917,0.51,Very Good,G,VS1,61.1,56.0,1668
35918,1.5,Premium,E,VS2,61.9,57.0,14745
35919,0.32,Ideal,D,VS2,61.3,56.0,972
35920,1.45,Fair,J,SI2,58.6,68.0,4570
35921,1.0,Very Good,E,SI1,62.4,59.0,5571
35922,0.7,Ideal,E,SI1,60.6,57.0,2614
35923,0.41,Very Good,F,SI1,63.3,58.0,904
35924,0.72,Very Good,G,VS2,63.1,57.0,2732
35925,0.3,Premium,E,VS2,59.1,58.0,658
35926,0.36,Ideal,F,VS2,62.0,55.0,726
35927,1.22,Premium,H,VS2,60.8,59.0,7310
35928,0.9,Very Good,G,VVS2,59.8,60.0,5102
35929,0.26,Ideal,E,VVS1,61.7,57.0,599
35930,0.3,Premium,E,VVS1,60.0,60.0,895
35931,0.32,Very Good,H,SI1,61.8,56.0,461
35932,0.3,Very Good,F,VS2,63.4,59.0,725
35933,1.72,Very Good,F,I1,60.5,59.0,6962
35934,0.42,Very Good,G,VS2,62.1,55.0,854
35935,1.02,Very Good,H,SI2,62.6,57.0,4341
35936,0.57,Ideal,F,VS1,61.9,56.0,2052
35937,0.77,Ideal,I,VS2,61.2,59.0,2558
35938,0.41,Ideal,G,VVS2,61.3,56.0,1076
35939,1.5,Very Good,E,VS2,63.2,57.0,14527
35940,0.24,Premium,H,VVS1,60.8,59.0,432
35941,0.4,Ideal,G,VVS2,62.4,56.0,982
35942,0.5,Good,E,SI1,63.7,56.0,1316
35943,0.4,Very Good,E,VVS2,62.1,59.0,1189
35944,0.54,Ideal,E,VS2,61.7,55.0,1754
35945,0.31,Good,E,SI1,63.1,55.0,544
35946,1.32,Good,E,SI1,63.7,56.0,6830
35947,0.91,Good,F,SI2,56.9,62.0,2461
35948,0.58,Ideal,G,VS1,62.6,54.0,1884
35949,0.7,Premium,F,VS2,61.7,58.0,2838
35950,1.21,Ideal,H,SI1,62.1,56.0,6629
35951,0.75,Very Good,I,VS1,63.3,57.0,2385
35952,0.33,Very Good,F,VVS2,63.5,54.0,694
35953,0.35,Premium,E,SI1,62.7,57.0,788
35954,1.1,Premium,E,SI1,62.9,58.0,5773
35955,1.25,Very Good,H,SI2,63.5,57.0,4060
35956,1.52,Good,G,SI1,64.4,59.0,9368
35957,1.5,Premium,H,VS2,62.2,58.0,10291
35958,0.3,Ideal,G,IF,61.5,55.0,863
35959,0.92,Premium,G,SI2,62.3,59.0,3377
35960,1.14,Premium,F,SI1,62.5,59.0,5228
35961,1.32,Ideal,E,VS2,62.0,56.0,10919
35962,2.02,Premium,J,SI2,62.7,60.0,11463
35963,0.36,Ideal,D,VS2,61.0,56.0,852
35964,1.05,Very Good,H,VS2,63.3,58.0,5236
35965,1.05,Premium,G,I1,61.7,59.0,2378
35966,1.08,Ideal,G,VS2,62.3,57.0,7295
35967,0.24,Very Good,F,VS1,61.0,57.0,461
35968,0.27,Very Good,G,VS2,61.5,57.0,439
35969,0.9,Fair,G,SI1,72.9,54.0,2691
35970,0.7,Good,H,VVS2,60.5,62.0,2611
35971,1.25,Ideal,H,SI1,62.2,57.0,6783
35972,0.35,Ideal,I,VS1,60.9,57.0,552
35973,0.71,Fair,H,VS2,62.1,70.0,1832
35974,0.9,Fair,F,SI2,65.7,59.0,2964
35975,1.45,Very Good,I,IF,60.6,61.0,9683
35976,0.32,Ideal,H,IF,61.1,56.0,1116
35977,0.9,Good,E,VS1,59.3,56.0,5356
35978,0.35,Premium,E,SI1,59.7,60.0,788
35979,0.23,Very Good,E,VVS1,62.9,59.0,518
35980,0.58,Very Good,J,VS2,62.8,57.0,1090
35981,0.52,Good,F,SI1,63.8,56.0,1338
35982,0.7,Very Good,F,SI1,61.4,57.0,2161
35983,1.5,Good,G,SI1,62.9,58.0,10271
35984,1.03,Very Good,F,SI2,62.2,56.0,4449
35985,0.71,Very Good,F,SI1,61.8,58.0,2436
35986,0.25,Very Good,E,VS1,59.9,56.0,436
35987,0.34,Ideal,E,VS1,61.8,56.0,1033
35988,1.01,Ideal,G,VS1,59.1,55.0,7059
35989,0.6,Ideal,D,VS2,61.4,53.0,2473
35990,1.1,Ideal,F,IF,62.0,57.0,11233
35991,1.5,Premium,H,VS1,62.1,59.0,11189
35992,0.41,Ideal,D,VVS1,62.3,57.0,1582
35993,0.3,Good,D,VS1,61.7,62.0,632
35994,0.32,Ideal,E,VVS1,61.7,56.0,954
35995,1.24,Ideal,I,SI2,60.7,57.0,4937
35996,0.71,Ideal,I,VVS1,62.4,55.0,2559
35997,0.3,Premium,H,VS1,62.3,58.0,675
35998,0.53,Very Good,D,IF,59.8,60.0,3827
35999,1.01,Very Good,E,SI2,61.5,56.0,4666
36000,0.8,Premium,F,SI1,61.5,60.0,2890
36001,0.31,Ideal,F,VVS1,60.6,56.0,1140
36002,0.3,Ideal,H,IF,61.5,56.0,1013
36003,0.31,Ideal,E,VS1,61.7,56.0,734
36004,0.31,Ideal,J,VVS2,62.2,54.0,453
36005,1.51,Ideal,D,SI1,60.7,59.0,12648
36006,1.05,Premium,G,SI2,62.7,54.0,4018
36007,2.0,Ideal,F,SI2,62.6,57.0,18172
36008,1.01,Premium,H,SI1,62.1,57.0,3869
36009,1.0,Very Good,D,SI2,62.8,58.0,4595
36010,0.27,Ideal,I,VVS2,61.2,56.0,587
36011,0.51,Premium,E,SI1,62.4,59.0,1381
36012,0.25,Very Good,E,VVS2,61.7,57.0,548
36013,0.51,Ideal,G,VS2,62.2,54.0,1443
36014,0.61,Very Good,D,SI1,62.4,59.0,1622
36015,0.32,Very Good,I,SI1,63.1,56.0,554
36016,0.42,Ideal,J,VS1,61.4,55.0,664
36017,0.42,Ideal,G,SI2,62.3,55.0,686
36018,0.51,Very Good,E,SI1,62.9,57.0,1304
36019,0.78,Ideal,H,SI1,61.1,57.0,2616
36020,1.5,Very Good,D,SI2,64.0,56.0,10730
36021,0.72,Good,F,VS1,60.7,60.0,2795
36022,1.1,Premium,H,SI2,62.6,57.0,4435
36023,0.7,Premium,F,SI1,60.8,58.0,2415
36024,1.01,Premium,G,VS2,61.2,59.0,5131
36025,1.11,Good,J,IF,58.3,62.0,5361
36026,0.31,Ideal,J,VS2,61.8,54.1,400
36027,1.8,Ideal,F,SI1,61.8,57.0,16364
36028,0.41,Ideal,F,VS1,60.8,57.0,1076
36029,1.75,Ideal,I,VVS2,62.1,56.0,14394
36030,0.55,Ideal,F,VS2,62.1,55.0,1871
36031,0.37,Ideal,D,SI1,61.5,57.0,681
36032,0.39,Ideal,G,IF,60.1,57.0,1624
36033,0.71,Ideal,I,SI1,62.2,55.0,2376
36034,0.43,Premium,H,VS1,60.0,59.0,867
36035,0.59,Ideal,E,VS2,62.1,55.0,1875
36036,0.72,Ideal,I,VVS2,61.3,56.0,2591
36037,0.32,Ideal,G,VVS1,61.8,54.0,814
36038,0.56,Ideal,E,VS2,61.5,57.0,1819
36039,1.51,Fair,H,SI1,65.8,62.0,8260
36040,0.82,Ideal,E,SI2,62.1,56.0,2937
36041,1.3,Very Good,E,SI1,59.1,60.0,7963
36042,0.37,Very Good,E,VS1,62.0,56.0,925
36043,0.24,Very Good,E,VVS2,61.1,60.0,478
36044,1.0,Fair,F,SI1,65.4,59.0,4798
36045,1.63,Very Good,G,VS2,62.5,57.0,13253
36046,1.38,Premium,G,VS1,62.4,58.0,10850
36047,2.04,Very Good,J,VS2,62.4,57.0,13825
36048,2.06,Premium,G,SI2,60.7,58.0,13908
36049,1.12,Premium,H,SI2,62.4,58.0,4065
36050,0.9,Very Good,D,SI1,61.8,59.0,4291
36051,0.31,Ideal,D,VS2,59.0,57.0,734
36052,0.9,Very Good,G,VVS2,63.0,58.0,4565
36053,0.57,Very Good,G,VS2,59.9,54.6,1633
36054,0.91,Premium,E,SI1,62.2,58.0,3665
36055,1.01,Premium,G,SI2,62.1,61.0,4038
36056,0.66,Ideal,D,VS2,61.8,56.0,1981
36057,1.03,Fair,G,SI2,65.7,59.0,2942
36058,0.37,Ideal,H,VS2,62.0,54.0,603
36059,1.69,Premium,J,I1,60.2,61.0,5277
36060,0.77,Ideal,E,SI2,62.1,56.0,2753
36061,1.02,Premium,F,VS2,63.0,60.0,5704
36062,0.3,Good,G,SI1,63.8,56.0,574
36063,0.53,Premium,H,SI2,62.5,60.0,1113
36064,0.7,Premium,I,VVS1,59.1,60.0,2513
36065,0.33,Ideal,D,SI1,62.7,55.0,608
36066,0.43,Ideal,G,VS2,62.4,56.0,1093
36067,0.6,Ideal,G,VS1,62.2,55.0,2061
36068,1.26,Ideal,H,SI1,61.6,56.0,8110
36069,0.59,Very Good,F,SI2,63.7,57.0,1265
36070,0.9,Premium,E,SI2,62.6,60.0,3599
36071,1.22,Premium,I,SI1,61.3,58.0,5602
36072,1.2,Fair,F,I1,64.6,56.0,2809
36073,0.41,Very Good,E,SI1,61.8,60.0,705
36074,1.38,Premium,G,SI2,58.3,59.0,5487
36075,1.5,Very Good,E,SI2,63.5,60.0,6300
36076,1.01,Good,E,SI2,58.5,61.0,4506
36077,1.5,Very Good,H,SI2,62.0,63.0,7161
36078,1.0,Good,G,SI2,63.8,56.0,3949
36079,0.49,Premium,J,SI2,59.8,59.0,900
36080,1.09,Premium,H,SI2,62.5,58.0,4639
36081,1.68,Ideal,D,SI2,62.7,55.0,11147
36082,0.57,Good,H,SI1,63.1,54.0,1218
36083,0.7,Ideal,I,SI2,62.3,55.0,1874
36084,0.7,Ideal,H,SI2,61.6,56.0,2202
36085,1.01,Ideal,F,VS1,61.8,57.0,8860
36086,1.32,Good,J,VS1,62.6,62.0,6147
36087,0.52,Ideal,D,SI1,62.4,57.0,1720
36088,1.06,Premium,E,SI2,60.5,60.0,4652
36089,0.59,Premium,G,I1,59.7,59.0,940
36090,0.42,Premium,G,VS1,59.4,59.0,984
36091,0.71,Ideal,F,VS2,61.8,55.0,3516
36092,0.56,Ideal,G,SI1,61.2,54.0,1633
36093,1.01,Premium,F,VS1,61.3,58.0,6999
36094,0.42,Premium,G,VVS1,59.3,59.0,1179
36095,0.4,Premium,F,VVS1,60.2,59.0,1323
36096,0.57,Very Good,F,VS2,59.5,57.0,1754
36097,0.34,Ideal,D,IF,62.1,57.0,2346
36098,1.04,Very Good,G,VS2,61.3,58.0,5964
36099,0.5,Premium,D,VS2,61.1,58.0,1683
36100,1.2,Ideal,I,VS1,62.5,55.0,6639
36101,1.0,Very Good,F,VVS2,61.1,55.0,8227
36102,1.31,Premium,J,SI1,60.7,58.0,4475
36103,0.52,Ideal,D,VS2,61.8,55.0,1822
36104,1.02,Good,F,VS2,63.3,59.0,6479
36105,1.31,Ideal,E,VS1,61.7,55.0,10711
36106,0.41,Premium,G,VS2,59.8,58.0,1061
36107,1.01,Very Good,E,VVS2,61.7,60.0,9930
36108,0.51,Good,H,SI2,56.7,60.0,1060
36109,0.4,Premium,D,SI1,60.8,59.0,772
36110,0.42,Ideal,F,VS1,60.9,57.0,1031
36111,0.81,Premium,E,SI2,62.5,59.0,2901
36112,1.73,Very Good,I,SI1,60.9,59.0,11554
36113,0.36,Ideal,D,SI1,61.2,57.0,663
36114,0.42,Ideal,F,VVS2,62.2,56.0,1221
36115,0.52,Ideal,D,I1,61.1,57.0,971
36116,0.23,Very Good,F,VS1,60.0,57.0,402
36117,0.77,Good,G,VS1,59.4,64.0,2788
36118,0.91,Ideal,F,SI2,62.4,57.0,3812
36119,0.46,Premium,G,SI1,60.6,59.0,1063
36120,0.7,Very Good,E,SI2,60.4,59.0,2453
36121,0.71,Premium,F,SI2,62.2,57.0,2040
36122,2.01,Ideal,H,SI1,61.6,57.0,17403
36123,1.55,Very Good,H,VS2,63.3,56.0,10546
36124,0.85,Very Good,E,VS2,60.2,60.0,3871
36125,0.32,Good,G,VS1,63.2,55.0,645
36126,1.51,Very Good,I,VS2,60.4,58.0,9178
36127,0.39,Ideal,F,VVS2,60.4,60.0,1031
36128,0.52,Premium,G,VS1,62.6,59.0,1689
36129,1.51,Fair,I,I1,65.7,61.0,5074
36130,1.08,Fair,J,VS2,65.1,54.0,3980
36131,0.4,Very Good,E,VVS2,60.3,59.0,1017
36132,0.31,Good,F,VS2,63.7,59.0,749
36133,0.51,Ideal,G,VS1,61.7,55.0,1781
36134,1.0,Good,E,SI2,63.3,58.0,4496
36135,1.01,Premium,F,SI2,62.2,59.0,5096
36136,1.0,Very Good,G,SI1,58.6,63.0,4218
36137,2.02,Ideal,I,SI1,62.3,57.0,15785
36138,1.06,Ideal,E,SI1,61.6,56.0,5798
36139,1.03,Ideal,F,VS1,60.7,56.0,7296
36140,0.9,Premium,D,SI1,62.2,58.0,4693
36141,0.57,Ideal,D,VS2,61.8,55.0,1981
36142,0.31,Ideal,F,VVS2,61.9,56.0,759
36143,0.73,Ideal,G,VS1,62.0,55.0,3342
36144,0.9,Good,G,SI1,57.7,65.0,3669
36145,1.51,Premium,I,SI2,62.6,59.0,7162
36146,0.41,Ideal,G,IF,61.7,56.0,1259
36147,1.07,Ideal,E,SI2,61.6,55.0,4564
36148,0.35,Premium,D,VS2,61.9,58.0,829
36149,0.33,Premium,G,VVS1,61.2,60.0,1114
36150,0.58,Ideal,I,VVS1,62.3,53.0,1580
36151,1.29,Premium,D,SI2,59.4,62.0,6935
36152,0.33,Ideal,G,IF,61.9,55.0,946
36153,0.28,Very Good,H,VS1,62.4,56.0,429
36154,0.5,Ideal,F,VS1,62.5,57.0,1838
36155,0.72,Very Good,I,VS2,63.9,58.0,2337
36156,0.32,Ideal,G,SI2,61.3,56.0,407
36157,0.25,Very Good,I,VVS2,61.6,56.0,455
36158,0.56,Ideal,E,VS2,60.9,56.0,1915
36159,0.51,Premium,E,VS2,62.5,59.0,1656
36160,0.42,Ideal,F,VVS1,62.0,55.0,1389
36161,0.53,Ideal,D,VS2,61.2,56.0,1857
36162,0.4,Very Good,G,SI1,60.0,63.0,702
36163,0.6,Ideal,E,VS2,62.0,57.0,2061
36164,0.51,Very Good,F,VS2,62.9,57.0,1569
36165,1.04,Fair,F,SI1,66.9,62.0,4403
36166,0.3,Ideal,F,VVS2,61.8,55.0,694
36167,0.4,Ideal,G,VVS1,61.5,59.0,1051
36168,1.22,Ideal,I,VS1,62.6,57.0,6887
36169,0.95,Good,I,SI2,63.8,57.0,2905
36170,0.38,Very Good,I,VS1,60.1,60.0,606
36171,0.74,Ideal,D,VS1,61.7,55.0,3746
36172,1.01,Fair,D,VS2,65.6,61.0,6176
36173,0.73,Ideal,G,VS2,61.7,56.0,3154
36174,0.4,Premium,F,VS2,59.7,58.0,842
36175,0.43,Premium,F,VVS1,60.3,58.0,1422
36176,1.02,Premium,G,VS2,62.1,58.0,6397
36177,0.3,Very Good,F,VVS2,62.5,56.0,730
36178,0.43,Ideal,I,VVS1,63.0,56.0,968
36179,0.71,Ideal,F,SI1,61.5,56.0,2633
36180,0.34,Good,H,VS2,63.7,57.0,537
36181,1.03,Premium,E,VS1,62.8,58.0,8629
36182,0.41,Premium,G,VS2,61.4,59.0,827
36183,1.04,Ideal,H,SI2,60.5,57.0,3786
36184,0.51,Ideal,G,VVS2,61.8,56.0,1875
36185,1.3,Very Good,I,VS1,62.6,57.0,6819
36186,0.42,Very Good,H,SI1,63.2,58.0,898
36187,0.51,Very Good,I,SI2,63.3,58.0,995
36188,0.97,Premium,H,SI2,58.8,58.0,3346
36189,1.07,Fair,G,SI2,66.8,57.0,3545
36190,0.32,Very Good,E,IF,61.4,55.0,1018
36191,0.38,Ideal,I,SI2,61.6,56.0,554
36192,0.88,Ideal,F,SI1,62.3,53.0,4054
36193,0.4,Ideal,D,VS2,61.3,56.0,982
36194,0.33,Ideal,E,VS2,61.5,55.0,738
36195,0.39,Ideal,F,SI1,61.8,55.0,886
36196,1.27,Good,H,SI2,63.6,58.0,4552
36197,0.77,Very Good,D,VS1,62.4,58.0,3643
36198,0.24,Very Good,E,VVS2,57.7,61.0,478
36199,1.0,Very Good,E,SI2,63.5,56.0,3763
36200,0.32,Very Good,G,VS1,62.8,59.0,645
36201,0.41,Very Good,E,SI1,60.0,58.0,674
36202,0.33,Ideal,D,VVS2,60.3,57.0,1062
36203,0.5,Ideal,H,VS2,61.7,55.0,1626
36204,0.27,Ideal,H,VS1,62.2,56.0,449
36205,0.4,Very Good,H,VVS1,63.9,57.0,968
36206,1.16,Ideal,F,SI1,62.6,58.0,6768
36207,0.3,Ideal,G,VS2,62.2,54.0,495
36208,0.64,Ideal,F,VVS2,61.0,56.0,3336
36209,1.04,Ideal,F,SI1,62.1,56.0,4426
36210,0.88,Very Good,H,VS2,63.2,57.0,3472
36211,0.3,Premium,G,VS1,61.9,59.0,776
36212,1.51,Ideal,G,VVS2,62.3,55.0,14616
36213,1.01,Very Good,F,SI1,63.5,59.0,4989
36214,1.21,Ideal,G,VVS1,61.4,58.0,10483
36215,1.0,Very Good,E,SI2,59.1,61.0,4004
36216,0.52,Ideal,E,VS1,62.5,56.0,1668
36217,0.3,Ideal,I,VVS1,62.3,55.0,709
36218,1.01,Ideal,E,VS2,60.4,58.0,7900
36219,0.38,Premium,E,SI2,59.9,56.0,596
36220,0.34,Ideal,F,VS1,61.1,55.0,764
36221,0.3,Premium,J,VS1,62.7,59.0,506
36222,0.91,Premium,F,SI2,62.9,57.0,3346
36223,0.9,Very Good,G,SI2,62.3,58.0,3398
36224,0.3,Ideal,D,VS1,62.2,56.0,835
36225,0.7,Ideal,E,VVS1,61.8,55.0,5338
36226,0.56,Premium,G,VS2,60.9,58.0,1698
36227,0.23,Very Good,F,VVS2,62.0,58.0,530
36228,0.39,Premium,J,VVS1,61.8,56.0,921
36229,1.05,Very Good,G,VS2,62.8,57.0,6486
36230,1.2,Fair,I,I1,62.2,66.0,3011
36231,0.71,Good,I,SI1,63.6,63.0,1774
36232,0.7,Ideal,F,VS2,62.7,55.0,3011
36233,0.38,Ideal,E,VS2,61.5,55.0,813
36234,1.0,Very Good,F,SI1,61.0,60.0,5804
36235,0.84,Very Good,G,SI2,62.9,55.0,2584
36236,0.54,Ideal,F,IF,62.2,54.0,2729
36237,0.5,Ideal,E,VS2,62.2,54.0,1746
36238,0.3,Very Good,I,VS1,61.8,63.0,567
36239,0.38,Premium,G,VS1,60.6,58.0,1069
36240,0.93,Good,I,VS2,58.2,60.0,3946
36241,0.7,Fair,E,SI2,64.4,58.0,1998
36242,0.52,Ideal,D,VS2,60.3,56.0,1802
36243,2.0,Good,J,SI1,64.2,61.0,11988
36244,0.32,Ideal,F,IF,61.2,57.0,958
36245,0.9,Good,E,SI1,63.8,61.0,3391
36246,1.0,Fair,D,SI2,65.2,56.0,3634
36247,0.91,Premium,J,VS2,61.6,58.0,3058
36248,1.15,Ideal,G,SI2,62.3,56.0,4838
36249,0.9,Very Good,H,SI1,63.3,58.0,3500
36250,0.3,Very Good,I,VS1,63.5,57.0,608
36251,0.34,Premium,I,SI1,60.2,59.0,574
36252,0.41,Ideal,F,VVS1,62.3,55.0,1295
36253,1.22,Ideal,G,VS2,61.4,56.0,8213
36254,0.33,Ideal,F,VVS2,61.9,56.0,1040
36255,0.91,Premium,E,VS2,61.6,58.0,4739
36256,0.3,Premium,H,VS2,62.3,58.0,473
36257,1.23,Premium,H,VVS2,62.8,56.0,8004
36258,0.38,Ideal,E,SI2,62.2,56.0,663
36259,0.23,Very Good,E,VS1,59.5,58.0,402
36260,1.16,Premium,J,VS2,62.2,59.0,4702
36261,1.08,Ideal,E,VS2,62.0,54.0,7548
36262,0.35,Ideal,H,SI1,61.9,55.0,541
36263,0.71,Good,G,SI1,62.3,56.0,2251
36264,1.01,Premium,G,SI1,62.1,56.0,4805
36265,0.32,Very Good,H,VS2,60.6,58.0,505
36266,0.4,Ideal,E,VVS2,61.4,59.0,1106
36267,1.0,Fair,J,SI2,69.9,61.0,2117
36268,0.32,Ideal,D,SI1,60.9,56.0,756
36269,1.01,Good,D,SI1,61.8,60.0,5443
36270,1.46,Premium,H,SI2,61.4,59.0,7604
36271,1.67,Premium,I,VS1,61.1,58.0,11400
36272,0.41,Ideal,E,VVS1,61.4,57.0,1221
36273,1.02,Premium,D,VS2,61.5,58.0,7485
36274,0.33,Ideal,G,VVS2,62.7,55.0,965
36275,1.04,Ideal,F,SI2,62.1,57.0,4754
36276,0.4,Premium,H,VS1,62.6,58.0,807
36277,0.3,Ideal,F,VS2,62.0,54.0,776
36278,0.72,Ideal,I,VS1,61.7,54.5,2430
36279,0.85,Premium,F,VVS2,61.2,60.0,4451
36280,1.01,Premium,G,SI2,61.0,58.0,4327
36281,2.3,Premium,I,SI2,61.3,58.0,11051
36282,0.31,Ideal,H,IF,61.4,56.0,789
36283,0.3,Ideal,D,SI1,61.9,55.0,524
36284,0.54,Ideal,I,IF,60.8,56.0,1669
36285,0.9,Very Good,H,SI2,61.1,63.0,3105
36286,1.01,Very Good,D,VVS2,62.5,59.0,10453
36287,1.0,Ideal,I,SI2,58.8,55.0,3629
36288,1.01,Good,F,SI2,63.6,59.0,4121
36289,2.28,Ideal,J,VS2,62.7,57.0,16450
36290,0.93,Premium,D,SI1,60.8,59.0,4448
36291,0.4,Ideal,F,I1,63.3,60.0,630
36292,0.33,Ideal,G,VVS1,61.1,56.0,838
36293,0.7,Fair,E,SI2,65.3,56.0,1998
36294,0.8,Very Good,E,SI2,62.5,56.0,2804
36295,0.25,Ideal,E,VVS2,62.1,57.0,576
36296,0.43,Good,D,VS2,59.9,61.0,976
36297,0.3,Good,F,VS2,63.5,55.0,484
36298,0.7,Ideal,F,VS2,61.9,55.0,3011
36299,0.23,Ideal,E,VS2,61.7,55.0,548
36300,0.31,Ideal,F,IF,62.1,54.0,914
36301,0.84,Premium,F,SI2,62.3,59.0,2863
36302,1.0,Premium,D,SI1,61.4,58.0,5880
36303,1.13,Ideal,F,SI2,60.4,56.0,4449
36304,0.4,Premium,D,VS1,60.9,58.0,1200
36305,1.35,Ideal,J,VS2,61.4,57.0,5862
36306,1.04,Ideal,F,SI1,62.2,57.0,4770
36307,1.66,Premium,E,SI2,62.6,58.0,10553
36308,0.3,Ideal,H,VS2,60.7,57.0,608
36309,0.54,Premium,F,VS2,58.9,59.0,1667
36310,0.3,Ideal,F,IF,60.0,59.0,873
36311,1.06,Fair,I,I1,64.5,57.0,2239
36312,0.32,Premium,H,SI1,61.9,58.0,576
36313,1.5,Good,H,VS2,63.9,60.0,10692
36314,0.25,Very Good,D,VVS2,63.0,56.0,512
36315,0.51,Ideal,H,VS1,62.0,56.0,1668
36316,0.4,Very Good,F,VS2,63.6,56.0,867
36317,1.05,Very Good,E,SI1,59.7,57.0,6224
36318,1.2,Ideal,E,SI2,61.3,56.0,6006
36319,0.44,Ideal,G,VVS1,60.3,57.0,1207
36320,0.36,Premium,F,SI1,61.1,59.0,600
36321,0.33,Ideal,F,VVS1,61.9,54.0,880
36322,0.3,Ideal,G,VVS1,61.8,57.0,764
36323,2.13,Very Good,G,SI2,61.5,57.0,15454
36324,1.23,Ideal,G,VVS1,61.2,56.0,11182
36325,2.02,Ideal,H,SI2,60.8,56.0,11715
36326,1.06,Very Good,H,SI2,62.6,58.0,3958
36327,0.73,Fair,G,VS2,60.1,65.0,2401
36328,0.9,Very Good,E,SI1,61.5,62.0,4239
36329,0.73,Ideal,G,VS1,61.8,57.0,3041
36330,0.9,Very Good,D,SI2,61.0,59.0,3806
36331,0.95,Good,I,SI2,63.8,57.0,2956
36332,0.34,Premium,J,VS2,62.3,60.0,417
36333,0.9,Very Good,F,SI1,59.6,63.0,3992
36334,0.91,Premium,D,SI2,58.3,60.0,3511
36335,0.3,Ideal,F,VVS1,61.9,56.0,802
36336,0.79,Very Good,F,SI1,61.5,58.0,3047
36337,0.31,Very Good,F,VS2,62.7,57.0,500
36338,1.33,Ideal,H,VS1,59.3,57.0,8558
36339,1.2,Ideal,G,VS1,62.4,57.1,8698
